id,age,income,children,income_zscore,gender=FEMALE,gender=MALE,region=INNER_CITY,region=RURAL,region=SUBURBAN,region=TOWN,married=NO,married=YES,car=NO,car=YES,savings_acct=NO,savings_acct=YES,current_acct=NO,current_acct=YES,mortgage=NO,mortgage=YES,pep=NO,pep=YES,age_cat=mid-age,age_cat=old,age_cat=young
ID12441,0.5510204081632653,0.4103987738981542,0.0,0.10403433282001742,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12442,0.9795918367346939,0.7456117423307119,0.3333333333333333,1.6155272318455363,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False
ID12443,0.9387755102040817,0.8274860799688347,0.0,1.9847029249313437,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False
ID12444,0.673469387755102,0.24782533658178513,0.0,-0.6290178436004807,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12445,0.32653061224489793,0.3204612370214067,0.6666666666666666,-0.3014987495684693,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12446,0.9591836734693877,0.642922099274398,0.3333333333333333,1.1524942322308103,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12447,0.6530612244897959,0.5976177943760305,0.0,0.9482147394970835,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False
ID12448,0.9795918367346939,0.6913012947061467,0.0,1.3706385680468873,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False
ID12449,0.9183673469387755,0.566397417298436,0.0,0.8074404177924707,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
ID12450,0.7142857142857143,0.3274111434927694,0.3333333333333333,-0.27016125588653955,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False
ID12451,0.30612244897959184,0.4507010044929192,0.0,0.28575920952666617,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True
ID12452,0.40816326530612246,0.33398937880844637,0.0,-0.24049964698680779,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12453,0.7755102040816326,0.33714686293197954,0.3333333333333333,-0.22626238506397023,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False
ID12454,0.6122448979591837,0.6546022094817786,0.3333333333333333,1.2051604632565442,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12455,0.6326530612244898,0.4333460263621533,0.0,0.2075047006690426,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False
ID12456,0.7346938775510204,0.7772726185557857,0.6666666666666666,1.758287787366087,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False
ID12457,0.46938775510204084,0.30803778450265495,0.0,-0.35751675015859846,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12458,0.02040816326530612,0.07878258424675247,0.0,-1.3912405015748166,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12459,0.6938775510204082,0.5031221237427492,1.0,0.5221287923491434,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False
ID12460,0.6938775510204082,0.30590755815664183,0.3333333333333333,-0.3671220527528616,True,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False
ID12461,0.9387755102040817,0.801959498512369,0.6666666666666666,1.8696022270428996,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12462,0.7755102040816326,0.25646497025168163,1.0,-0.5900612811402259,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False
ID12463,0.7755102040816326,0.4234795337385352,0.6666666666666666,0.16301616668236651,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False
ID12464,0.02040816326530612,0.12965111607169744,0.0,-1.1618716170809367,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12465,0.7755102040816326,0.7964274486719554,0.3333333333333333,1.8446579234560205,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False
ID12466,0.1836734693877551,0.21251657679164856,0.6666666666666666,-0.788226897909269,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True
ID12467,0.8367346938775511,0.42764018584246066,0.3333333333333333,0.18177676577196955,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False
ID12468,0.7755102040816326,0.7353580922532547,0.0,1.5692929845440706,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12469,0.061224489795918366,0.10784124617208822,0.0,-1.2602134671474032,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12470,0.9387755102040817,0.5000283055116252,1.0,0.5081786032825161,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
ID12471,0.8979591836734694,0.7202193754582439,0.0,1.501031714572886,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
ID12472,0.5306122448979592,0.5753932358258644,0.6666666666666666,0.8480030365023311,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12473,0.12244897959183673,0.047184169424231474,0.0,-1.533719415347248,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
ID12474,0.6938775510204082,0.4026366971236266,0.0,0.06903472053995177,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12475,1.0,0.7258667121849119,0.6666666666666666,1.5264958527912795,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12476,0.46938775510204084,0.27276688010800487,0.0,-0.5165551124988295,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12477,0.8163265306122449,0.485066820795483,0.3333333333333333,0.44071648207321223,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False
ID12478,0.4489795918367347,0.3408584123894515,0.6666666666666666,-0.209526813419523,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12479,0.02040816326530612,0.22321932951555934,0.0,-0.739967623162648,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True
ID12480,0.04081632653061224,0.08423875122621369,1.0,-1.3666383577976364,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12481,0.7755102040816326,0.37044240396215217,0.0,-0.0761310399920866,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12482,0.5714285714285714,0.4743847164691103,0.6666666666666666,0.39255031203671314,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12483,0.24489795918367346,0.16505623505034508,0.3333333333333333,-1.002228074124912,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12484,0.4489795918367347,0.5131572449462618,0.3333333333333333,0.5673776814684836,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12485,0.3673469387755102,0.37694664918665105,0.0,-0.04680305630362563,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12486,0.7959183673469388,0.5718589184472612,1.0,0.8320666136197657,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False
ID12487,0.6326530612244898,0.1836828103294985,0.0,-0.9182398668689358,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12488,0.8775510204081632,0.4326439808458582,0.3333333333333333,0.20433914052489133,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False
ID12489,0.22448979591836735,0.1656688041773085,0.0,-0.999465967724623,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True
ID12490,0.6122448979591837,0.18788475922850015,0.0,-0.8992930583590888,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False
ID12491,0.7755102040816326,0.6757891860556554,0.0,1.3006936545676608,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
ID12492,0.4489795918367347,0.2956659529777484,0.0,-0.4133019889734224,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
ID12493,0.8163265306122449,0.5718589184472612,1.0,0.8320666136197657,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False
ID12494,0.8571428571428571,0.2931898659729723,0.6666666666666666,-0.42446679546223054,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
ID12495,0.8163265306122449,0.35195692606617573,0.0,-0.15948303172889514,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False
ID12496,1.0,0.3178423319336588,1.0,-0.31330753030228853,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
ID12497,0.4489795918367347,0.35712074615049344,0.0,-0.13619909547252712,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
ID12498,0.6122448979591837,0.5018935440892327,0.6666666666666666,0.5165890620968785,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12499,0.9387755102040817,0.9021678924645222,0.3333333333333333,2.321447143991286,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12500,0.5102040816326531,0.568615399333986,0.0,0.8174414154047528,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False
ID12501,0.32653061224489793,0.24893518794945754,0.0,-0.624013465431418,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True
ID12502,0.16326530612244897,0.25035476528020134,1.0,-0.6176125166105237,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True
ID12503,0.6122448979591837,0.5778830884289994,0.0,0.8592299127978879,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False
ID12504,0.3469387755102041,0.270839696337783,0.0,-0.5252448854435586,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True
ID12505,0.12244897959183673,0.15228864257262514,1.0,-1.0597978198837428,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12506,0.5918367346938775,0.5434794167309491,1.0,0.7041019482827848,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12507,0.6938775510204082,0.702766317439172,0.3333333333333333,1.422334958342182,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12508,0.2653061224489796,0.2985085490388257,0.0,-0.4004845738799468,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12509,0.46938775510204084,0.29199914171494235,0.3333333333333333,-0.42983583374593826,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False
ID12510,0.10204081632653061,0.10425358709984481,0.6666666666666666,-1.2763904105311177,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12511,0.1836734693877551,0.2261737710633013,0.3333333333333333,-0.7266458908893444,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True
ID12512,0.08163265306122448,0.039403853231878574,0.0,-1.5688012701212546,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True
ID12513,1.0,0.9133094236361174,0.6666666666666666,2.371684893828002,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12514,0.16326530612244897,0.1979560151277043,0.0,-0.8538812359970355,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True
ID12515,0.8163265306122449,0.7131834339971392,0.0,1.4693062845987808,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
ID12516,0.1836734693877551,0.2588705085648693,0.0,-0.5792145824110015,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12517,0.3673469387755102,0.12937924550411256,0.3333333333333333,-1.163097495764211,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False
ID12518,0.2653061224489796,0.3068745914413425,0.3333333333333333,-0.3627616488288099,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True
ID12519,0.20408163265306123,0.35593002189246353,0.6666666666666666,-0.1415681337562346,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True
ID12520,0.7959183673469388,0.285608462676903,0.0,-0.45865174152872784,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False
ID12521,0.9387755102040817,0.7560185346899102,0.0,1.662452005747074,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12522,0.6326530612244898,0.6267440798033034,0.3333333333333333,1.0795466918501464,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False
ID12523,0.08163265306122448,0.11006955240640727,0.3333333333333333,-1.25016591718006,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True
ID12524,0.8163265306122449,0.6698063128689933,0.0,1.2737165648097826,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False
ID12525,0.04081632653061224,0.21036053994871284,0.3333333333333333,-0.7979485813911847,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True
ID12526,0.5306122448979592,0.4383394971667818,0.0,0.23002052306690346,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12527,0.9591836734693877,0.4276298616436916,1.0,0.18173021341690834,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False
ID12528,0.7142857142857143,0.4675174035879,0.6666666666666666,0.361585237195272,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False
ID12529,0.32653061224489793,0.2115512642067428,0.3333333333333333,-0.792579543107477,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True
ID12530,0.3469387755102041,0.3931745689517962,0.6666666666666666,0.026369487126500356,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12531,0.6122448979591837,0.4113572036838806,0.0,0.10835594311485125,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False
ID12532,0.9387755102040817,0.9180465101713147,0.3333333333333333,2.39304466607518,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12533,0.5714285714285714,0.20364636934924338,0.0,-0.8282231296325537,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12534,0.4897959183673469,0.39789961058842943,0.0,0.04767494829277376,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False
ID12535,0.5918367346938775,0.3101387589521558,0.0,-0.3480433459036748,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
ID12536,0.10204081632653061,0.11567731303779397,0.6666666666666666,-1.2248802296560668,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True
ID12537,0.3469387755102041,0.19728322150792152,0.0,-0.856914897801847,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True
ID12538,0.9387755102040817,0.4542903842649575,0.3333333333333333,0.30194391163622447,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False
ID12539,0.0,0.12222285505736898,0.3333333333333333,-1.1953660365473617,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12540,0.02040816326530612,0.17900250688753108,0.3333333333333333,-0.9393436011632781,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True
ID12541,0.4489795918367347,0.419857460670395,0.3333333333333333,0.14668404878178176,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
ID12542,0.5918367346938775,0.682565301847739,0.0,1.3312475169393958,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12543,0.5102040816326531,0.5380075913833549,0.0,0.6794292001004287,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12544,0.40816326530612246,0.48676171009340136,0.0,0.4483588270290678,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False
ID12545,0.061224489795918366,0.18554116610792676,0.0,-0.9098604429579469,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12546,0.4489795918367347,0.46201804704358823,0.0,0.33678834939941965,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12547,0.6938775510204082,0.6660018456226,0.0,1.256562021969786,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12548,0.3469387755102041,0.44368743212914746,0.6666666666666666,0.2541346429885269,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True
ID12549,0.7142857142857143,0.7563747195474422,1.0,1.66405806199668,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False
ID12550,0.40816326530612246,0.4998149387370649,0.0,0.5072165212779209,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12551,0.4897959183673469,0.41166692964695195,1.0,0.10975251376668273,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False
ID12552,0.5102040816326531,0.5768781997488123,0.0,0.8546988169052789,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False
ID12553,0.8367346938775511,0.3790854790316383,0.0,-0.03715896008014499,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False
ID12554,0.8367346938775511,0.7961693437027292,0.0,1.8434941145794943,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12555,0.12244897959183673,0.19509277066908898,0.0,-0.866791755800633,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12556,0.1836734693877551,0.117905619272113,0.0,-1.2148326796887237,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12557,0.2857142857142857,0.1420160647974246,0.0,-1.1061174131694869,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
ID12558,0.9591836734693877,0.9728903747322806,0.0,2.640338534885317,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False
ID12559,0.0,0.14945981210990664,0.3333333333333333,-1.0725531651704703,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12560,0.9795918367346939,0.7218282297664202,0.3333333333333333,1.508286123236566,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12561,0.46938775510204084,0.31766509985479013,0.0,-0.3141066790641701,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False
ID12562,0.9387755102040817,0.33622284714214995,0.0,-0.2304288208419342,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
ID12563,0.10204081632653061,0.22430681178589884,0.0,-0.7350641084295507,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True
ID12564,0.22448979591836735,0.17591385075579158,0.6666666666666666,-0.9532705140523753,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True
ID12565,0.20408163265306123,0.267410341646665,0.0,-0.5407080260496704,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12566,0.7959183673469388,0.40277263240741906,0.6666666666666666,0.06964765988158902,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12567,0.40816326530612246,0.2901493894354883,0.0,-0.4381764640277096,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12568,0.32653061224489793,0.13414558393582204,1.0,-1.1416058251776933,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12569,0.5102040816326531,0.17370791361880544,0.0,-0.9632172005837528,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False
ID12570,0.9183673469387755,0.5575151649574669,1.0,0.7673898749882809,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False
ID12571,0.8979591836734694,0.6281825848317905,0.0,1.0860329866553193,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False
ID12572,0.673469387755102,0.3503102163625129,0.0,-0.16690813236113253,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12573,0.8775510204081632,0.2774729940468949,0.6666666666666666,-0.49533499731683456,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False
ID12574,0.46938775510204084,0.3913454650698802,0.0,0.018121961554850918,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12575,0.2653061224489796,0.30394251899093344,0.3333333333333333,-0.375982517666148,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True
ID12576,0.30612244897959184,0.12327592333181166,0.6666666666666666,-1.1906176963311346,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12577,0.5102040816326531,0.3629384321568508,0.3333333333333333,-0.10996684339562575,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False
ID12578,0.4489795918367347,0.3854950857674209,0.0,-0.008257706313076955,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12579,0.5918367346938775,0.31528365133873026,0.6666666666666666,-0.32484475563158527,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12580,0.5714285714285714,0.6604267782873152,0.3333333333333333,1.2314237502368195,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12581,0.24489795918367346,0.11222386854954816,0.6666666666666666,-1.2404519924239876,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True
ID12582,0.5918367346938775,0.6821609373959514,0.6666666666666666,1.3294242163661714,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12583,0.5306122448979592,0.4774647691018756,0.0,0.4064384312965928,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12584,0.10204081632653061,0.1959806517632269,0.0,-0.8627882532653828,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True
ID12585,0.20408163265306123,0.2782455882547785,0.3333333333333333,-0.4918513294130992,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12586,0.9387755102040817,0.7726473775072532,0.0,1.7374323322987373,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12587,0.3469387755102041,0.2858011810539252,0.0,-0.45778276423425485,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True
ID12588,0.02040816326530612,0.19980232600756873,0.3333333333333333,-0.845556123166951,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True
ID12589,0.1836734693877551,0.15486797156509177,1.0,-1.048167489844324,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12590,0.1836734693877551,0.26490328204558167,0.6666666666666666,-0.5520124896036619,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True
ID12591,0.8163265306122449,0.458688492940571,0.3333333333333333,0.3217752148922313,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
ID12592,0.5714285714285714,0.20880674803397145,0.3333333333333333,-0.8049547108278725,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12593,0.8775510204081632,0.3913230959725473,0.0,0.018021098118885366,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
ID12594,0.8367346938775511,0.6183453441046847,0.0,1.0416763510079832,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12595,0.5918367346938775,0.6664096514739772,1.0,1.2584008399946973,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12596,0.5306122448979592,0.5754999192131447,0.0,0.848484077504629,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
ID12597,0.6530612244897959,0.6187411050574981,0.6666666666666666,1.04346085795199,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False
ID12598,0.9387755102040817,0.7153583985378182,0.0,1.4791133140649753,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12599,0.673469387755102,0.6673801261582676,0.0,1.262776761370436,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12600,0.5714285714285714,0.23914268541701764,0.0,-0.6681683742068231,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False
ID12601,0.42857142857142855,0.3914865624530572,1.0,0.018758177074018646,True,False,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
ID12602,0.8163265306122449,0.48167704219964635,0.3333333333333333,0.4254317921615011,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False
ID12603,0.2857142857142857,0.3666998819083731,0.0,-0.09300626870171694,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True
ID12604,0.08163265306122448,0.17712866481094933,0.0,-0.9477928536068585,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True
ID12605,0.9183673469387755,0.9427953353205122,0.3333333333333333,2.504638419882358,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12606,0.3469387755102041,0.40684380812201276,0.0,0.08800480522732931,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12607,0.8367346938775511,0.31249267627149824,0.0,-0.33742940894975565,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False
ID12608,0.08163265306122448,0.113242522828094,0.0,-1.2358588267246309,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12609,0.8571428571428571,0.7811235446966398,0.6666666666666666,1.7756518158038586,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
ID12610,0.10204081632653061,0.10670214290790349,0.6666666666666666,-1.2653497436558057,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12611,0.22448979591836735,0.14305192607391887,0.0,-1.101446660211695,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12612,0.5306122448979592,0.19056044740947786,1.0,-0.8872282396724336,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
